codigo,region,fecha,positivos_acumulados,positivos_nuevos,en_uci,nuevos_pcrs_informados_lab,muertes_acumuladas,muertes_nuevas
11,Aysén,04/10/2020,7,0,0,0,0,0
12,Magallanes,04/10/2020,331,45,15,24,3,0
15,Arica y Parinacota,04/11/2020,107,20,5,93,0,0
1,Tarapacá,04/11/2020,38,3,3,0,0,0
2,Antofagasta,04/11/2020,117,7,2,107,1,0
3,Atacama,04/11/2020,13,0,1,60,0,0
4,Coquimbo,04/11/2020,64,3,2,0,0,0
5,Valparaíso,04/11/2020,248,7,22,248,2,0
13,Metropolitana,04/11/2020,3448,255,178,2105,32,3
6,O’Higgins,04/11/2020,45,1,7,74,0,0
7,Maule,04/11/2020,134,3,13,0,3,1
16,Ñuble,04/11/2020,606,17,13,259,6,0
8,Biobío,04/11/2020,490,16,33,281,2,0
9,Araucanía,04/11/2020,739,27,53,126,17,1
14,Los Ríos,04/11/2020,130,6,7,0,2,0
10,Los Lagos,04/11/2020,364,15,26,178,5,3
11,Aysén,04/11/2020,7,0,0,0,0,0
12,Magallanes,04/11/2020,377,46,18,46,3,0
15,Arica y Parinacota,04/12/2020,115,8,5,103,1,1
1,Tarapacá,04/12/2020,46,8,2,0,0,0
2,Antofagasta,04/12/2020,138,21,3,175,1,0
3,Atacama,04/12/2020,13,0,1,25,0,0
4,Coquimbo,04/12/2020,66,2,1,0,0,0
5,Valparaíso,04/12/2020,254,6,18,273,2,0
13,Metropolitana,04/12/2020,3599,151,185,3861,35,3
6,O’Higgins,04/12/2020,46,1,7,0,0,0
7,Maule,04/12/2020,138,4,15,341,3,0
16,Ñuble,04/12/2020,613,7,12,189,7,1
8,Biobío,04/12/2020,500,10,31,469,2,0
9,Araucanía,04/12/2020,775,36,56,184,17,0
14,Los Ríos,04/12/2020,135,5,7,0,3,1
10,Los Lagos,04/12/2020,372,8,26,225,5,0
11,Aysén,04/12/2020,7,0,0,7,0,0
12,Magallanes,04/12/2020,396,19,18,45,4,1
15,Arica y Parinacota,04/13/2020,115,0,5,0,1,0
1,Tarapacá,04/13/2020,52,6,2,0,0,0
2,Antofagasta,04/13/2020,149,11,4,103,1,0
3,Atacama,04/13/2020,13,0,1,20,0,0
4,Coquimbo,04/13/2020,66,0,0,0,0,0
5,Valparaíso,04/13/2020,273,19,16,223,2,0
13,Metropolitana,04/13/2020,3803,204,189,1850,36,1
6,O’Higgins,04/13/2020,48,2,7,113,0,0
7,Maule,04/13/2020,141,3,16,65,3,0
16,Ñuble,04/13/2020,618,5,13,0,7,0
8,Biobío,04/13/2020,512,12,35,74,2,0
9,Araucanía,04/13/2020,795,20,52,232,17,0
14,Los Ríos,04/13/2020,138,3,7,0,3,0
10,Los Lagos,04/13/2020,380,8,25,39,5,0
11,Aysén,04/13/2020,7,0,0,0,0,0
12,Magallanes,04/13/2020,415,19,15,45,5,1
15,Arica y Parinacota,04/14/2020,120,5,5,93,1,0
1,Tarapacá,04/14/2020,62,10,1,0,0,0
2,Antofagasta,04/14/2020,155,6,4,95,1,0
3,Atacama,04/14/2020,13,0,1,22,0,0
4,Coquimbo,04/14/2020,66,0,1,0,0,0
5,Valparaíso,04/14/2020,285,12,16,92,2,0
13,Metropolitana,04/14/2020,4086,283,190,1656,40,4
6,O’Higgins,04/14/2020,53,5,5,30,0,0
7,Maule,04/14/2020,142,1,15,160,4,1
16,Ñuble,04/14/2020,622,4,12,0,8,1
8,Biobío,04/14/2020,528,16,35,218,2,0
9,Araucanía,04/14/2020,816,21,46,148,20,3
14,Los Ríos,04/14/2020,148,10,7,67,3,0
10,Los Lagos,04/14/2020,385,5,26,131,5,0
11,Aysén,04/14/2020,7,0,0,12,0,0
12,Magallanes,04/14/2020,429,14,15,35,6,1
15,Arica y Parinacota,04/15/2020,124,4,5,24,1,0
1,Tarapacá,04/15/2020,62,0,0,0,0,0
2,Antofagasta,04/15/2020,176,21,5,117,1,0
3,Atacama,04/15/2020,13,0,1,25,0,0
4,Coquimbo,04/15/2020,66,0,1,0,0,0
5,Valparaíso,04/15/2020,299,14,16,385,2,0
13,Metropolitana,04/15/2020,4334,248,198,2694,41,1
6,O’Higgins,04/15/2020,54,1,6,30,0,0
7,Maule,04/15/2020,152,10,15,0,4,0
16,Ñuble,04/15/2020,634,12,13,0,8,0
8,Biobío,04/15/2020,542,14,35,311,2,0
9,Araucanía,04/15/2020,826,10,46,218,21,1
14,Los Ríos,04/15/2020,150,2,6,67,3,0
10,Los Lagos,04/15/2020,390,5,26,137,5,0
11,Aysén,04/15/2020,7,0,0,8,0,0
12,Magallanes,04/15/2020,444,15,16,63,6,0
15,Arica y Parinacota,04/16/2020,129,5,6,198,1,0
1,Tarapacá,04/16/2020,66,4,0,30,0,0
2,Antofagasta,04/16/2020,192,16,5,117,1,0
3,Atacama,04/16/2020,13,0,1,29,0,0
4,Coquimbo,04/16/2020,68,2,0,0,0,0
5,Valparaíso,04/16/2020,330,31,18,240,4,2
13,Metropolitana,04/16/2020,4682,348,196,4356,48,7
6,O’Higgins,04/16/2020,54,0,4,58,0,0
7,Maule,04/16/2020,167,15,13,469,4,0
16,Ñuble,04/16/2020,639,5,12,110,10,2
8,Biobío,04/16/2020,559,17,30,408,2,0
9,Araucanía,04/16/2020,882,56,47,246,21,0
14,Los Ríos,04/16/2020,153,3,7,49,3,0
10,Los Lagos,04/16/2020,399,9,27,139,5,0
11,Aysén,04/16/2020,7,0,0,16,0,0
12,Magallanes,04/16/2020,467,23,18,86,6,0
15,Arica y Parinacota,04/17/2020,134,5,6,131,2,1
1,Tarapacá,04/17/2020,73,7,0,0,0,0
2,Antofagasta,04/17/2020,211,19,6,143,1,0
3,Atacama,04/17/2020,13,0,1,37,0,0
4,Coquimbo,04/17/2020,68,0,0,0,0,0
5,Valparaíso,04/17/2020,345,15,18,246,4,0
13,Metropolitana,04/17/2020,4915,233,202,3670,51,3
6,O’Higgins,04/17/2020,55,1,4,50,0,0
7,Maule,04/17/2020,223,56,12,367,7,3
16,Ñuble,04/17/2020,656,17,12,159,11,1
8,Biobío,04/17/2020,578,19,27,80,3,1
9,Araucanía,04/17/2020,907,25,47,220,22,1
14,Los Ríos,04/17/2020,154,1,6,71,3,0
10,Los Lagos,04/17/2020,412,13,26,198,6,1
11,Aysén,04/17/2020,7,0,0,8,0,0
12,Magallanes,04/17/2020,501,34,18,69,6,0
15,Arica y Parinacota,04/18/2020,142,8,5,0,2,0
1,Tarapacá,04/18/2020,81,8,0,60,0,0
2,Antofagasta,04/18/2020,226,15,5,200,1,0
3,Atacama,04/18/2020,13,0,1,0,0,0
4,Coquimbo,04/18/2020,68,0,0,50,0,0
5,Valparaíso,04/18/2020,359,14,19,330,4,0
13,Metropolitana,04/18/2020,5192,277,181,2744,58,7
6,O’Higgins,04/18/2020,55,0,4,0,0,0
7,Maule,04/18/2020,276,53,12,176,8,1
16,Ñuble,04/18/2020,667,11,13,76,12,1
8,Biobío,04/18/2020,606,28,25,751,3,0
9,Araucanía,04/18/2020,944,37,46,169,23,1
14,Los Ríos,04/18/2020,156,2,6,91,3,0
10,Los Lagos,04/18/2020,416,4,26,315,6,0
11,Aysén,04/18/2020,7,0,0,8,0,0
12,Magallanes,04/18/2020,522,21,17,48,6,0
15,Arica y Parinacota,04/19/2020,145,3,5,155,2,0
1,Tarapacá,04/19/2020,90,9,1,0,0,0
2,Antofagasta,04/19/2020,249,23,5,129,1,0
3,Atacama,04/19/2020,13,0,1,31,0,0
4,Coquimbo,04/19/2020,68,0,0,0,0,0
5,Valparaíso,04/19/2020,381,22,22,166,5,1
13,Metropolitana,04/19/2020,5381,189,186,3475,63,5
6,O’Higgins,04/19/2020,55,0,4,0,0,0
7,Maule,04/19/2020,302,26,15,0,8,0
16,Ñuble,04/19/2020,678,11,14,127,13,1
8,Biobío,04/19/2020,616,10,26,358,3,0
9,Araucanía,04/19/2020,972,28,44,122,23,0
14,Los Ríos,04/19/2020,157,1,7,0,3,0
10,Los Lagos,04/19/2020,421,5,25,96,6,0
11,Aysén,04/19/2020,7,0,0,6,0,0
12,Magallanes,04/19/2020,553,31,18,93,6,0
15,Arica y Parinacota,04/20/2020,161,16,5,48,2,0
1,Tarapacá,04/20/2020,93,3,1,0,0,0
2,Antofagasta,04/20/2020,263,14,5,197,1,0
3,Atacama,04/20/2020,13,0,1,33,0,0
4,Coquimbo,04/20/2020,69,1,0,0,0,0
5,Valparaíso,04/20/2020,388,7,22,177,5,0
13,Metropolitana,04/20/2020,5643,262,194,3276,67,4
6,O’Higgins,04/20/2020,56,1,4,72,0,0
7,Maule,04/20/2020,304,2,9,328,10,2
16,Ñuble,04/20/2020,687,9,15,149,13,0
8,Biobío,04/20/2020,626,10,26,214,3,0
9,Araucanía,04/20/2020,1045,73,45,376,23,0
14,Los Ríos,04/20/2020,162,5,5,121,3,0
10,Los Lagos,04/20/2020,424,3,24,139,6,0
11,Aysén,04/20/2020,7,0,0,0,0,0
12,Magallanes,04/20/2020,566,13,21,48,6,0
15,Arica y Parinacota,04/21/2020,170,9,5,52,2,0
1,Tarapacá,04/21/2020,104,11,1,30,0,0
2,Antofagasta,04/21/2020,291,28,7,147,1,0
3,Atacama,04/21/2020,13,0,1,33,0,0
4,Coquimbo,04/21/2020,69,0,0,0,0,0
5,Valparaíso,04/21/2020,403,15,22,142,6,1
13,Metropolitana,04/21/2020,5788,145,204,2126,69,2
6,O’Higgins,04/21/2020,57,1,3,65,1,1
7,Maule,04/21/2020,316,12,14,188,10,0
16,Ñuble,04/21/2020,694,7,15,73,13,0
8,Biobío,04/21/2020,636,10,25,216,4,1
9,Araucanía,04/21/2020,1092,47,45,206,25,2
14,Los Ríos,04/21/2020,167,5,6,58,3,0
10,Los Lagos,04/21/2020,432,8,25,149,6,0
11,Aysén,04/21/2020,7,0,0,4,0,0
12,Magallanes,04/21/2020,593,27,19,41,7,1
15,Arica y Parinacota,04/22/2020,180,10,4,0,2,0
1,Tarapacá,04/22/2020,114,10,2,59,0,0
2,Antofagasta,04/22/2020,326,35,10,152,2,1
3,Atacama,04/22/2020,13,0,1,47,0,0
4,Coquimbo,04/22/2020,70,1,0,29,0,0
5,Valparaíso,04/22/2020,421,18,24,384,7,1
13,Metropolitana,04/22/2020,6083,295,213,3917,78,9
6,O’Higgins,04/22/2020,59,2,4,0,1,0
7,Maule,04/22/2020,328,12,10,724,10,0
16,Ñuble,04/22/2020,703,9,15,221,13,0
8,Biobío,04/22/2020,658,22,25,340,5,1
9,Araucanía,04/22/2020,1113,21,43,176,26,1
14,Los Ríos,04/22/2020,171,4,7,54,3,0
10,Los Lagos,04/22/2020,445,13,23,209,6,0
11,Aysén,04/22/2020,7,0,0,4,0,0
12,Magallanes,04/22/2020,605,12,18,49,7,0
15,Arica y Parinacota,04/23/2020,210,30,4,169,2,0
1,Tarapacá,04/23/2020,128,14,2,30,0,0
2,Antofagasta,04/23/2020,340,14,14,146,2,0
3,Atacama,04/23/2020,18,5,1,57,0,0
4,Coquimbo,04/23/2020,70,0,0,22,0,0
5,Valparaíso,04/23/2020,429,8,20,90,7,0
13,Metropolitana,04/23/2020,6434,351,234,3712,85,7
6,O’Higgins,04/23/2020,76,17,4,86,1,0
7,Maule,04/23/2020,333,5,9,663,10,0
16,Ñuble,04/23/2020,708,5,15,189,13,0
8,Biobío,04/23/2020,675,17,25,468,5,0
9,Araucanía,04/23/2020,1142,29,37,370,26,0
14,Los Ríos,04/23/2020,173,2,7,67,3,0
10,Los Lagos,04/23/2020,454,9,22,335,7,1
11,Aysén,04/23/2020,7,0,0,21,0,0
12,Magallanes,04/23/2020,615,10,17,0,7,0
15,Arica y Parinacota,04/24/2020,239,29,7,85,3,1
1,Tarapacá,04/24/2020,134,6,2,203,0,0
2,Antofagasta,04/24/2020,366,26,16,166,2,0
3,Atacama,04/24/2020,21,3,1,77,0,0
4,Coquimbo,04/24/2020,72,2,0,44,0,0
5,Valparaíso,04/24/2020,436,7,17,293,8,1
13,Metropolitana,04/24/2020,6761,327,242,4376,86,1
6,O’Higgins,04/24/2020,81,5,4,72,1,0
7,Maule,04/24/2020,349,16,9,606,10,0
16,Ñuble,04/24/2020,715,7,13,0,14,1
8,Biobío,04/24/2020,683,8,22,340,5,0
9,Araucanía,04/24/2020,1184,42,38,306,26,0
14,Los Ríos,04/24/2020,174,1,7,87,3,0
10,Los Lagos,04/24/2020,460,6,21,324,8,1
11,Aysén,04/24/2020,7,0,0,48,0,0
12,Magallanes,04/24/2020,624,9,16,93,8,1
15,Arica y Parinacota,04/25/2020,245,6,8,90,3,0
1,Tarapacá,04/25/2020,143,9,3,118,1,1
2,Antofagasta,04/25/2020,391,25,16,217,3,1
3,Atacama,04/25/2020,24,3,1,46,0,0
4,Coquimbo,04/25/2020,73,1,0,42,0,0
5,Valparaíso,04/25/2020,454,18,16,262,9,1
13,Metropolitana,04/25/2020,7165,404,246,4218,89,3
6,O’Higgins,04/25/2020,85,4,4,0,1,0
7,Maule,04/25/2020,350,1,8,254,10,0
16,Ñuble,04/25/2020,725,10,10,371,14,0
8,Biobío,04/25/2020,696,13,22,354,5,0
9,Araucanía,04/25/2020,1203,19,39,347,27,1
14,Los Ríos,04/25/2020,177,3,7,77,3,0
10,Los Lagos,04/25/2020,465,5,21,406,8,0
11,Aysén,04/25/2020,7,0,0,30,0,0
12,Magallanes,04/25/2020,655,31,17,113,8,0
15,Arica y Parinacota,04/26/2020,252,7,9,73,3,0
1,Tarapacá,04/26/2020,156,13,2,58,1,0
2,Antofagasta,04/26/2020,443,52,15,214,4,1
3,Atacama,04/26/2020,29,5,1,54,0,0
4,Coquimbo,04/26/2020,73,0,0,72,0,0
5,Valparaíso,04/26/2020,460,6,14,201,9,0
13,Metropolitana,04/26/2020,7496,331,248,4313,91,2
6,O’Higgins,04/26/2020,92,7,4,195,1,0
7,Maule,04/26/2020,354,4,10,349,11,1
16,Ñuble,04/26/2020,731,6,10,91,14,0
8,Biobío,04/26/2020,703,7,23,404,6,1
9,Araucanía,04/26/2020,1216,13,38,273,29,2
14,Los Ríos,04/26/2020,178,1,7,99,3,0
10,Los Lagos,04/26/2020,473,8,17,302,8,0
11,Aysén,04/26/2020,7,0,0,13,0,0
12,Magallanes,04/26/2020,668,13,17,52,9,1
